"Value","Margin_Of_Error","Population","Sheet","Scenario","Variable","Topic","Quantile","Poverty_Type","Population_Type","Winner_Loser","Eq_DI_Quantile","WnL_Group","Rounding_Rule","Name"
"S","S","S","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"Losers","9","Households with Children","WnL_Annual_Average","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"Losers","10","Households with Children","WnL_Annual_Average","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"Losers","1","Households with Children","WnL_Weekly_Average","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"Losers","2","Households with Children","WnL_Weekly_Average","FTC5a42.7k26"
"-1","1","3000","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"Losers","3","Households with Children","WnL_Weekly_Average","FTC5a42.7k26"
"-1","1","12000","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"Losers","4","Households with Children","WnL_Weekly_Average","FTC5a42.7k26"
"-1","1","5000","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"Losers","5","Households with Children","WnL_Weekly_Average","FTC5a42.7k26"
"-1","1","3000","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"Losers","6","Households with Children","WnL_Weekly_Average","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"Losers","7","Households with Children","WnL_Weekly_Average","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"Losers","8","Households with Children","WnL_Weekly_Average","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"Losers","9","Households with Children","WnL_Weekly_Average","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"Losers","10","Households with Children","WnL_Weekly_Average","FTC5a42.7k26"
"1228000","10000","1228000","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"All","All","Households without Children","WnL_Population","FTC5a42.7k26"
"0","0","1228000","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"All","All","Households without Children","WnL_Value","FTC5a42.7k26"
"0","0","1228000","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"All","All","Households without Children","WnL_Annual_Average","FTC5a42.7k26"
"0","0","1228000","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"All","All","Households without Children","WnL_Weekly_Average","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"Winners","All","Households without Children","WnL_Population","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"Winners","All","Households without Children","WnL_Value","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"Winners","All","Households without Children","WnL_Annual_Average","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"Winners","All","Households without Children","WnL_Weekly_Average","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"Losers","All","Households without Children","WnL_Population","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"Losers","All","Households without Children","WnL_Value","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"Losers","All","Households without Children","WnL_Annual_Average","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"Losers","All","Households without Children","WnL_Weekly_Average","FTC5a42.7k26"
"132000","6000","132000","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"All","1","Households without Children","WnL_Population","FTC5a42.7k26"
"151000","5000","151000","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"All","2","Households without Children","WnL_Population","FTC5a42.7k26"
"106000","6000","106000","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"All","3","Households without Children","WnL_Population","FTC5a42.7k26"
"91000","6000","91000","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"All","4","Households without Children","WnL_Population","FTC5a42.7k26"
"102000","6000","102000","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"All","5","Households without Children","WnL_Population","FTC5a42.7k26"
"107000","5000","107000","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"All","6","Households without Children","WnL_Population","FTC5a42.7k26"
"125000","6000","125000","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"All","7","Households without Children","WnL_Population","FTC5a42.7k26"
"131000","5000","131000","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"All","8","Households without Children","WnL_Population","FTC5a42.7k26"
"141000","5000","141000","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"All","9","Households without Children","WnL_Population","FTC5a42.7k26"
"141000","5000","141000","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"All","10","Households without Children","WnL_Population","FTC5a42.7k26"
"0","0","132000","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"All","1","Households without Children","WnL_Value","FTC5a42.7k26"
"0","0","151000","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"All","2","Households without Children","WnL_Value","FTC5a42.7k26"
"0","0","106000","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"All","3","Households without Children","WnL_Value","FTC5a42.7k26"
"0","0","91000","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"All","4","Households without Children","WnL_Value","FTC5a42.7k26"
"0","0","102000","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"All","5","Households without Children","WnL_Value","FTC5a42.7k26"
"0","0","107000","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"All","6","Households without Children","WnL_Value","FTC5a42.7k26"
"0","0","125000","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"All","7","Households without Children","WnL_Value","FTC5a42.7k26"
"0","0","131000","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"All","8","Households without Children","WnL_Value","FTC5a42.7k26"
"0","0","141000","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"All","9","Households without Children","WnL_Value","FTC5a42.7k26"
"0","0","141000","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"All","10","Households without Children","WnL_Value","FTC5a42.7k26"
"0","0","132000","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"All","1","Households without Children","WnL_Annual_Average","FTC5a42.7k26"
"0","0","151000","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"All","2","Households without Children","WnL_Annual_Average","FTC5a42.7k26"
"0","0","106000","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"All","3","Households without Children","WnL_Annual_Average","FTC5a42.7k26"
"0","0","91000","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"All","4","Households without Children","WnL_Annual_Average","FTC5a42.7k26"
"0","0","102000","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"All","5","Households without Children","WnL_Annual_Average","FTC5a42.7k26"
"0","0","107000","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"All","6","Households without Children","WnL_Annual_Average","FTC5a42.7k26"
"0","0","125000","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"All","7","Households without Children","WnL_Annual_Average","FTC5a42.7k26"
"0","0","131000","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"All","8","Households without Children","WnL_Annual_Average","FTC5a42.7k26"
"0","0","141000","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"All","9","Households without Children","WnL_Annual_Average","FTC5a42.7k26"
"0","0","141000","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"All","10","Households without Children","WnL_Annual_Average","FTC5a42.7k26"
"0","0","132000","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"All","1","Households without Children","WnL_Weekly_Average","FTC5a42.7k26"
"0","0","151000","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"All","2","Households without Children","WnL_Weekly_Average","FTC5a42.7k26"
"0","0","106000","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"All","3","Households without Children","WnL_Weekly_Average","FTC5a42.7k26"
"0","0","91000","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"All","4","Households without Children","WnL_Weekly_Average","FTC5a42.7k26"
"0","0","102000","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"All","5","Households without Children","WnL_Weekly_Average","FTC5a42.7k26"
"0","0","107000","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"All","6","Households without Children","WnL_Weekly_Average","FTC5a42.7k26"
"0","0","125000","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"All","7","Households without Children","WnL_Weekly_Average","FTC5a42.7k26"
"0","0","131000","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"All","8","Households without Children","WnL_Weekly_Average","FTC5a42.7k26"
"0","0","141000","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"All","9","Households without Children","WnL_Weekly_Average","FTC5a42.7k26"
"0","0","141000","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"All","10","Households without Children","WnL_Weekly_Average","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"Winners","1","Households without Children","WnL_Population","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"Winners","2","Households without Children","WnL_Population","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"Winners","3","Households without Children","WnL_Population","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"Winners","4","Households without Children","WnL_Population","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"Winners","5","Households without Children","WnL_Population","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"Winners","6","Households without Children","WnL_Population","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"Winners","7","Households without Children","WnL_Population","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"Winners","8","Households without Children","WnL_Population","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"Winners","9","Households without Children","WnL_Population","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"Winners","10","Households without Children","WnL_Population","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"Winners","1","Households without Children","WnL_Value","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"Winners","2","Households without Children","WnL_Value","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"Winners","3","Households without Children","WnL_Value","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"Winners","4","Households without Children","WnL_Value","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"Winners","5","Households without Children","WnL_Value","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"Winners","6","Households without Children","WnL_Value","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"Winners","7","Households without Children","WnL_Value","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"Winners","8","Households without Children","WnL_Value","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"Winners","9","Households without Children","WnL_Value","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"Winners","10","Households without Children","WnL_Value","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"Winners","1","Households without Children","WnL_Annual_Average","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"Winners","2","Households without Children","WnL_Annual_Average","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"Winners","3","Households without Children","WnL_Annual_Average","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"Winners","4","Households without Children","WnL_Annual_Average","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"Winners","5","Households without Children","WnL_Annual_Average","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"Winners","6","Households without Children","WnL_Annual_Average","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"Winners","7","Households without Children","WnL_Annual_Average","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"Winners","8","Households without Children","WnL_Annual_Average","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"Winners","9","Households without Children","WnL_Annual_Average","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"Winners","10","Households without Children","WnL_Annual_Average","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"Winners","1","Households without Children","WnL_Weekly_Average","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"Winners","2","Households without Children","WnL_Weekly_Average","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"Winners","3","Households without Children","WnL_Weekly_Average","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"Winners","4","Households without Children","WnL_Weekly_Average","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"Winners","5","Households without Children","WnL_Weekly_Average","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"Winners","6","Households without Children","WnL_Weekly_Average","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"Winners","7","Households without Children","WnL_Weekly_Average","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"Winners","8","Households without Children","WnL_Weekly_Average","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"Winners","9","Households without Children","WnL_Weekly_Average","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"Winners","10","Households without Children","WnL_Weekly_Average","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"Losers","1","Households without Children","WnL_Population","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"Losers","2","Households without Children","WnL_Population","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"Losers","3","Households without Children","WnL_Population","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"Losers","4","Households without Children","WnL_Population","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"Losers","5","Households without Children","WnL_Population","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"Losers","6","Households without Children","WnL_Population","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"Losers","7","Households without Children","WnL_Population","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"Losers","8","Households without Children","WnL_Population","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"Losers","9","Households without Children","WnL_Population","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"Losers","10","Households without Children","WnL_Population","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"Losers","1","Households without Children","WnL_Value","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"Losers","2","Households without Children","WnL_Value","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"Losers","3","Households without Children","WnL_Value","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"Losers","4","Households without Children","WnL_Value","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"Losers","5","Households without Children","WnL_Value","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"Losers","6","Households without Children","WnL_Value","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"Losers","7","Households without Children","WnL_Value","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"Losers","8","Households without Children","WnL_Value","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"Losers","9","Households without Children","WnL_Value","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"Losers","10","Households without Children","WnL_Value","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"Losers","1","Households without Children","WnL_Annual_Average","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"Losers","2","Households without Children","WnL_Annual_Average","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"Losers","3","Households without Children","WnL_Annual_Average","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"Losers","4","Households without Children","WnL_Annual_Average","FTC5a42.7k26"
